variable,group,value
pypickle,47,99.0
pypickle,53,153.0
pypickle,1,263.0
pypickle,2,397.0
pypickle,3,282.0
pypickle,4,399.0
pypickle,5,256.0
pypickle,6,378.0
pypickle,7,903.0
pypickle,8,463.0
pypickle,9,776.0
pypickle,10,764.0
pypickle,11,565.0
pypickle,12,660.0
pypickle,13,917.0
pypickle,14,691.0
pypickle,15,820.0
pypickle,16,1184.0
pypickle,17,1223.0
pypickle,18,1205.0
pypickle,19,1076.0
pypickle,20,1338.0
pypickle,21,891.0
pypickle,22,1119.0
pypickle,23,1545.0
pypickle,24,1331.0
pypickle,25,1491.0
pypiplot,19,0.0
pypiplot,20,0.0
pypiplot,21,0.0
pypiplot,22,0.0
pypiplot,23,0.0
pypiplot,24,0.0
pypiplot,25,0.0
pypiplot,26,0.0
pypiplot,27,0.0
pypiplot,28,0.0
pypiplot,29,0.0
pypiplot,30,0.0
pypiplot,31,0.0
pypiplot,32,0.0
pypiplot,33,0.0
pypiplot,34,0.0
pypiplot,35,0.0
pypiplot,36,0.0
pypiplot,37,0.0
pypiplot,38,0.0
pypiplot,39,264.0
pypiplot,40,334.0
pypiplot,41,148.0
pypiplot,42,51.0
pypiplot,43,95.0
pypiplot,44,79.0
pypiplot,45,82.0
pypiplot,46,90.0
pypiplot,47,89.0
pypiplot,53,22.0
pypiplot,1,52.0
pypiplot,2,30.0
pypiplot,3,74.0
pypiplot,4,40.0
pypiplot,5,50.0
pypiplot,6,66.0
pypiplot,7,28.0
pypiplot,8,33.0
pypiplot,9,83.0
pypiplot,10,41.0
pypiplot,11,57.0
pypiplot,12,38.0
pypiplot,13,83.0
pypiplot,14,45.0
pypiplot,15,50.0
pypiplot,16,46.0
pypiplot,17,61.0
pypiplot,18,40.0
pypiplot,19,51.0
pypiplot,20,54.0
pypiplot,21,56.0
pypiplot,22,42.0
pypiplot,23,68.0
pypiplot,24,56.0
pypiplot,25,26.0
scatterd,19,28.0
scatterd,20,33.0
scatterd,21,41.0
scatterd,22,80.0
scatterd,23,253.0
scatterd,24,327.0
scatterd,25,129.0
scatterd,26,84.0
scatterd,27,45.0
scatterd,28,67.0
scatterd,29,85.0
scatterd,30,78.0
scatterd,31,100.0
scatterd,32,86.0
scatterd,33,98.0
scatterd,34,87.0
scatterd,35,40.0
scatterd,36,74.0
scatterd,37,91.0
scatterd,38,82.0
scatterd,39,59.0
scatterd,40,37.0
scatterd,41,50.0
scatterd,42,59.0
scatterd,43,54.0
scatterd,44,40.0
scatterd,45,40.0
scatterd,46,63.0
scatterd,47,73.0
scatterd,53,41.0
scatterd,1,59.0
scatterd,2,52.0
scatterd,3,102.0
scatterd,4,47.0
scatterd,5,70.0
scatterd,6,97.0
scatterd,7,36.0
scatterd,8,40.0
scatterd,9,86.0
scatterd,10,72.0
scatterd,11,66.0
scatterd,12,45.0
scatterd,13,82.0
scatterd,14,70.0
scatterd,15,67.0
scatterd,16,32.0
scatterd,17,58.0
scatterd,18,50.0
scatterd,19,71.0
scatterd,20,52.0
scatterd,21,44.0
scatterd,22,49.0
scatterd,23,61.0
scatterd,24,62.0
scatterd,25,36.0
slacki,19,0.0
slacki,20,0.0
slacki,21,0.0
slacki,22,840.0
slacki,23,140.0
slacki,24,112.0
slacki,25,74.0
slacki,26,76.0
slacki,27,32.0
slacki,28,55.0
slacki,29,33.0
slacki,30,53.0
slacki,31,131.0
slacki,32,52.0
slacki,33,63.0
slacki,34,59.0
slacki,35,39.0
slacki,36,47.0
slacki,37,71.0
slacki,38,66.0
slacki,39,39.0
slacki,40,45.0
slacki,41,40.0
slacki,42,28.0
slacki,43,45.0
slacki,44,30.0
slacki,45,27.0
slacki,46,39.0
slacki,47,34.0
slacki,53,16.0
slacki,1,34.0
slacki,2,40.0
slacki,3,62.0
slacki,4,39.0
slacki,5,41.0
slacki,6,64.0
slacki,7,34.0
slacki,8,328.0
slacki,9,110.0
slacki,10,103.0
slacki,11,127.0
slacki,12,527.0
slacki,13,301.0
slacki,14,165.0
slacki,15,184.0
slacki,16,131.0
slacki,17,130.0
slacki,18,110.0
slacki,19,116.0
slacki,20,93.0
slacki,21,60.0
slacki,22,70.0
slacki,23,101.0
slacki,24,108.0
slacki,25,47.0
thompson,19,18.0
thompson,20,15.0
thompson,21,23.0
thompson,22,28.0
thompson,23,37.0
thompson,24,20.0
thompson,25,28.0
thompson,26,27.0
thompson,27,10.0
thompson,28,24.0
thompson,29,26.0
thompson,30,25.0
thompson,31,17.0
thompson,32,22.0
thompson,33,43.0
thompson,34,29.0
thompson,35,22.0
thompson,36,22.0
thompson,37,33.0
thompson,38,32.0
thompson,39,32.0
thompson,40,19.0
thompson,41,30.0
thompson,42,16.0
thompson,43,29.0
thompson,44,17.0
thompson,45,25.0
thompson,46,24.0
thompson,47,19.0
thompson,53,17.0
thompson,1,19.0
thompson,2,20.0
thompson,3,42.0
thompson,4,26.0
thompson,5,26.0
thompson,6,29.0
thompson,7,25.0
thompson,8,14.0
thompson,9,32.0
thompson,10,18.0
thompson,11,36.0
thompson,12,21.0
thompson,13,21.0
thompson,14,24.0
thompson,15,20.0
thompson,16,28.0
thompson,17,15.0
thompson,18,18.0
thompson,19,38.0
thompson,20,22.0
thompson,21,12.0
thompson,22,13.0
thompson,23,24.0
thompson,24,40.0
thompson,25,16.0
treeplot,19,118.0
treeplot,20,188.0
treeplot,21,203.0
treeplot,22,258.0
treeplot,23,226.0
treeplot,24,207.0
treeplot,25,155.0
treeplot,26,175.0
treeplot,27,101.0
treeplot,28,98.0
treeplot,29,142.0
treeplot,30,133.0
treeplot,31,53.0
treeplot,32,105.0
treeplot,33,175.0
treeplot,34,385.0
treeplot,35,1080.0
treeplot,36,693.0
treeplot,37,383.0
treeplot,38,237.0
treeplot,39,284.0
treeplot,40,233.0
treeplot,41,208.0
treeplot,42,93.0
treeplot,43,278.0
treeplot,44,246.0
treeplot,45,207.0
treeplot,46,207.0
treeplot,47,262.0
treeplot,53,0.0
treeplot,1,0.0
treeplot,2,0.0
treeplot,3,0.0
treeplot,4,0.0
treeplot,5,0.0
treeplot,6,0.0
treeplot,7,0.0
treeplot,8,0.0
treeplot,9,0.0
treeplot,10,0.0
treeplot,11,0.0
treeplot,12,0.0
treeplot,13,0.0
treeplot,14,0.0
treeplot,15,0.0
treeplot,16,0.0
treeplot,17,0.0
treeplot,18,0.0
treeplot,19,0.0
treeplot,20,0.0
treeplot,21,0.0
treeplot,22,0.0
treeplot,23,0.0
treeplot,24,0.0
treeplot,25,0.0
worldmap,19,59.0
worldmap,20,67.0
worldmap,21,72.0
worldmap,22,68.0
worldmap,23,77.0
worldmap,24,65.0
worldmap,25,65.0
worldmap,26,82.0
worldmap,27,56.0
worldmap,28,73.0
worldmap,29,51.0
worldmap,30,54.0
worldmap,31,30.0
worldmap,32,60.0
worldmap,33,65.0
worldmap,34,86.0
worldmap,35,64.0
worldmap,36,72.0
worldmap,37,94.0
worldmap,38,83.0
worldmap,39,60.0
worldmap,40,36.0
worldmap,41,0.0
worldmap,42,0.0
worldmap,43,0.0
worldmap,44,0.0
worldmap,45,0.0
worldmap,46,0.0
worldmap,47,0.0
worldmap,53,0.0
worldmap,1,0.0
worldmap,2,0.0
worldmap,3,0.0
worldmap,4,0.0
worldmap,5,0.0
worldmap,6,0.0
worldmap,7,0.0
worldmap,8,0.0
worldmap,9,0.0
worldmap,10,0.0
worldmap,11,0.0
worldmap,12,0.0
worldmap,13,0.0
worldmap,14,0.0
worldmap,15,0.0
worldmap,16,0.0
worldmap,17,0.0
worldmap,18,0.0
worldmap,19,0.0
worldmap,20,0.0
worldmap,21,0.0
worldmap,22,0.0
worldmap,23,0.0
worldmap,24,0.0
worldmap,25,0.0
